ACCIDENT_NUMBER,EVENT_DATE,YEAR,CITY,STATE,LATITUDE,LONGITUDE,INJURY_SEVERITY,AIRCRAFT_DAMAGE,AIRCRAFT_CATEGORY,MAKE,MODEL,TOTAL_FATALITIES,TOTAL_INJURIES,TOTAL_UNINJURED
WPR20CA183,6/15/2020,2020,BUTTE, MT,45.954723,-112.497497,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,310,0,0,1
ANC20LA060,6/15/2020,2020,FAIRBANKS, AK,64.829444,-147.829437,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,0,0,3
ERA20LA230,6/15/2020,2020,WILLISTON, FL,29.355556,-82.471946,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA46,0,0,2
WPR20CA188,6/14/2020,2020,LYNDEN, WA,46.310623,-123.989089,SERIOUS,SUBSTANTIAL,AIRPLANE,CESSNA,177RG,0,2,2
ERA20LA216,6/14/2020,2020,ATOKA, TN,35.413333,-89.653053,NON-FATAL,SUBSTANTIAL,HELICOPTER,BELL,47G,0,0,3
ERA20CA214,6/13/2020,2020,GHENT, NY,42.347221,-73.635559,NON-FATAL,SUBSTANTIAL,AIRPLANE,WACO,YMF F5C,0,0,2
CEN20LA228,6/13/2020,2020,LIVINGSTON, TX,30.680833,-95.01139,SERIOUS,SUBSTANTIAL,AIRPLANE,BEECH,24,0,2,0
CEN20LA227,6/13/2020,2020,MANDAN, ND,46.768054,-100.89444,FATAL,DESTROYED,AIRPLANE,VANS,RV8,1,0,0
ERA20CA215,6/13/2020,2020,BROOKLINE, NH,42.741664,-71.707496,NON-FATAL,SUBSTANTIAL,GLIDER,PIPISTREL,PIPISTREL SINUS 912,0,0,1
CEN20CA241,6/12/2020,2020,BOWLING GREEN, MO,39.369998,-91.219169,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
ERA20LA213,6/12/2020,2020,HAMPTON, GA,33.389999,-84.331108,SERIOUS,SUBSTANTIAL,AIRPLANE,VANS,RV8,0,1,0
WPR20CA179,6/12/2020,2020,LENORE, ID,46.454723,-116.524169,NON-FATAL,DESTROYED,AIRPLANE,AYRES,S2R,0,0,1
CEN20CA229,6/12/2020,2020,MCCURTAIN, OK,35.145,-94.916114,SERIOUS,SUBSTANTIAL,AIRPLANE,CESSNA,T188,0,1,0
CEN20CA257,6/12/2020,2020,REEDSBURG, WI,43.528888,-89.983055,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
WPR20LA180,6/12/2020,2020,RENTON, WA,47.488334,-122.212219,MINOR,SUBSTANTIAL,AIRPLANE,BELLANCA,7KCAB,0,2,0
ERA20LA212,6/10/2020,2020,SELMA, AL,32.326946,-87.05722,FATAL,DESTROYED,AIRPLANE,PIPER,PA32RT,2,0,0
CEN20CA225,6/9/2020,2020,AITKIN, MN,46.548332,-93.676666,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,170,0,0,2
WPR20LA177,6/9/2020,2020,MARICOPA, AZ,33.001667,-111.880554,FATAL,DESTROYED,AIRPLANE,ZENAIR,CH601,1,0,0
WPR20LA176,6/9/2020,2020,SAFFORD, AZ,32.840831,-109.623054,FATAL,SUBSTANTIAL,AIRPLANE,VANS,WILSON RV4,1,0,0
WPR20CA178,6/9/2020,2020,SANTA BARBARA, CA,34.427223,-119.839996,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
ANC20LA059,6/8/2020,2020,ANCHORAGE, AK,61.186668,-149.96527,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 12,0,0,2
CEN20LA219,6/8/2020,2020,BEECHER, IL,41.381668,-87.665275,FATAL,DESTROYED,AIRPLANE,FLIGHT DESIGN,CTLS,1,0,0
CEN20CA221,6/8/2020,2020,HIAWATHA, KS,39.882499,-95.518333,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT502,0,0,1
CEN20CA222,6/8/2020,2020,LANCASTER, TX,32.580554,-96.720558,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 15,0,0,2
WPR20CA209,6/8/2020,2020,LUBBOCK, TX,33.668609,-101.819999,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
ERA20CA210,6/8/2020,2020,ST. MARYS, PA,41.412498,-78.502502,NON-FATAL,SUBSTANTIAL,AIRPLANE,GREAT LAKES,2T 1A,0,0,1
CEN20CA220,6/8/2020,2020,SULFER, LA,30.133888,-93.377777,MINOR,SUBSTANTIAL,AIRPLANE,VANS,RV8,0,1,0
ERA20CA209,6/7/2020,2020,CUMBERLAND, MD,39.613887,-78.756942,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA38,0,0,2
ERA20CA243,6/7/2020,2020,GREENWOOD, SC,34.250278,-82.157775,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,0,1
WPR20LA170,6/7/2020,2020,LANDER, WY,42.704723,-108.882499,FATAL,SUBSTANTIAL,AIRPLANE,KITFOX,KITFOX,1,1,0
CEN20LA216,6/7/2020,2020,MARSHALL, MI,42.245834,-84.991111,NON-FATAL,SUBSTANTIAL,AIRPLANE,TEAM,1600R,0,0,1
CEN20LA215,6/7/2020,2020,SIOUX FALLS, SD,43.58139,-96.743614,FATAL,DESTROYED,AIRPLANE,MITSUBISHI,MU2B,1,0,0
CEN20CA226,6/7/2020,2020,TALIHINA, OK,34.707778,-95.07389,NON-FATAL,SUBSTANTIAL,AIRPLANE,BELLANCA,17 30,0,0,3
CEN20CA217,6/7/2020,2020,BRISTOL, WI,42.51889,-88.025276,MINOR,SUBSTANTIAL,WEIGHT-SHIFT,AIRBORNE,XT912,0,1,0
CEN20LA214,6/6/2020,2020,NEW WASHINGTON, IN,38.538612,-85.482498,FATAL,DESTROYED,AIRPLANE,CESSNA,172,1,0,0
ANC20CA058,6/6/2020,2020,PALMER, AK,61.9393,-149.2877,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 12,0,0,4
ERA20LA206,6/5/2020,2020,EATONTON, GA,33.381389,-83.328887,FATAL,DESTROYED,AIRPLANE,PIPER,PA 31T,5,0,0
WPR20CA181,6/5/2020,2020,HEALDSBURG, CA,38.652778,-122.898612,NON-FATAL,SUBSTANTIAL,AIRPLANE,MOONEY,M20J,0,0,4
WPR20LA169,6/5/2020,2020,REDLANDS, CA,34.064723,-117.080001,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,175,3,0,0
ERA20LA207,6/5/2020,2020,WURTSBORO, NY,41.594722,-74.45639,FATAL,SUBSTANTIAL,AIRPLANE,QUAD CITY,CHALLENGER,1,1,0
CEN20CA213,6/4/2020,2020,CADILLAC, MI,44.275276,-85.418891,MINOR,SUBSTANTIAL,AIRPLANE,PIPER,PA18,0,1,0
CEN20CA242,6/4/2020,2020,CASTROVILLE, TX,29.342777,-98.851387,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,305,0,0,2
CEN20LA211,6/4/2020,2020,CLEBURNE, TX,32.302223,-97.536666,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,23,0,0,1
CEN20CA212,6/4/2020,2020,CORPUS CRISTI, TX,27.772222,-97.502502,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28R,0,0,2
WPR20LA175,6/4/2020,2020,LINCOLN, CA,38.923053,-121.470832,NON-FATAL,SUBSTANTIAL,AIRPLANE,GRUMMAN,G164,0,0,1
WPR20LA252,6/4/2020,2020,SALEM, OR,44.909442,-123.002502,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 30,0,0,2
WPR20CA168,6/4/2020,2020,YAKIMA, WA,46.568054,-120.544166,NON-FATAL,SUBSTANTIAL,AIRPLANE,STINSON,108,0,0,1
CEN20CA218,6/4/2020,2020,ALVARADO, TX,32.346111,-97.198608,NON-FATAL,SUBSTANTIAL,GLIDER,GLASFLUGEL,MOSQUITO,0,0,1
WPR20CA171,6/4/2020,2020,MURPHY, ID,43.238887,-116.763336,MINOR,SUBSTANTIAL,HELICOPTER,ENSTROM,480,0,1,0
CEN20LA207,6/3/2020,2020,DULUTH, MN,46.725276,-92.048057,NON-FATAL,SUBSTANTIAL,AIRPLANE,ICON,A5,0,0,2
CEN20LA208,6/3/2020,2020,FARGO, ND,46.920555,-96.815834,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA32,0,0,3
WPR20CA166,6/3/2020,2020,GLENDIVE, MT,47.13861,-104.80722,NON-FATAL,SUBSTANTIAL,AIRPLANE,AVIAT,A 1,0,0,2
WPR20CA199,6/3/2020,2020,IONE, CA,38.419998,-121.010002,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,D 45,0,0,1
WPR20CA167,6/3/2020,2020,LAS VEGAS, NV,36.210277,-115.195556,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,2
ERA20CA204,6/3/2020,2020,NEW SMYRNA BEACH, FL,29,-80.94889,MINOR,SUBSTANTIAL,AIRPLANE,SONEX,SONEX,0,2,0
CEN20CA223,6/3/2020,2020,OLIVE BRANCH, MS,34.97861,-89.786941,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182J,0,0,2
WPR20CA164,6/3/2020,2020,SANDIA, TX,27.993888,-97.820556,SERIOUS,SUBSTANTIAL,AIRPLANE,CESSNA,182,0,1,0
WPR20CA173,6/2/2020,2020,BUTTE, MT,45.954723,-112.497497,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,170,0,0,1
WPR20LA165,6/2/2020,2020,GLENDALE, AZ,33.529998,-112.300003,NON-FATAL,SUBSTANTIAL,AIRPLANE,OMF,100,0,0,2
ANC20CA056,6/2/2020,2020,NIKISKI, AK,60.935276,-151.96665,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA18,0,0,2
WPR20LA163,6/2/2020,2020,FAIRFIELD, CA,38.309722,-122.033889,FATAL,DESTROYED,HELICOPTER,BELL,206,3,0,0
ERA20CA203,6/1/2020,2020,BATAVIA, NY,43.031665,-78.173332,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,36,0,0,1
ANC20CA052,6/1/2020,2020,UNALAKLEET, AK,63.906112,-160.25444,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT802,0,0,1
ANC20LA053,5/31/2020,2020,AMBLER, AK,67.039443,-158.829437,NON-FATAL,SUBSTANTIAL,AIRPLANE,ZENITH,STOL CH701,0,0,2
CEN20LA201,5/31/2020,2020,CARLINVILLE, IL,39.241664,-89.915557,FATAL,DESTROYED,AIRPLANE,PIPER,PA28,4,0,0
WPR20CA158,5/31/2020,2020,HEBER CITY, UT,40.488887,-111.419441,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,P210,0,0,2
CEN20CA205,5/31/2020,2020,LAKEVIEW, AR,36.348609,-92.556945,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
CEN20LA199,5/31/2020,2020,PINEVILLE, LA,31.348333,-92.434448,FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,2,1,0
WPR20LA157,5/31/2020,2020,VALLEY CENTER, CA,33.284999,-117.013336,FATAL,SUBSTANTIAL,AIRPLANE,CUB CRAFTERS,CCK-1865,1,1,0
CEN20CA206,5/31/2020,2020,WORTHINGTON, MN,43.655555,-95.583335,NON-FATAL,SUBSTANTIAL,AIRPLANE,ZENAIR,CH601,0,0,1
CEN20CA202,5/30/2020,2020,ARLINGTON, TX,32.663887,-97.094169,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,152,0,0,2
WPR20CA162,5/30/2020,2020,ELKO, NV,40.828334,-115.785278,NON-FATAL,SUBSTANTIAL,HELICOPTER,BELL,206,0,0,1
ERA20LA197,5/30/2020,2020,OZARK, AL,31.441389,-85.638336,FATAL,DESTROYED,HELICOPTER,SCHWEIZER,269C-1,1,0,0
ERA20LA198,5/29/2020,2020,HUMBOLDT, TN,35.793609,-88.878608,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-24-180,0,0,2
ERA20CA228,5/29/2020,2020,MADISONVILLE, TN,35.437221,-84.401664,MINOR,SUBSTANTIAL,AIRPLANE,THORP,THORP T 18,0,1,0
WPR20CA159,5/29/2020,2020,MAXWELL, CA,39.299446,-122.188888,NON-FATAL,SUBSTANTIAL,AIRPLANE,GRUMMAN,G164,0,0,1
CEN20LA203,5/29/2020,2020,CAPE GIRARDEAU, MO,37.226943,-89.56472,MINOR,SUBSTANTIAL,GYROPLANE,MAGNI,MAGNI M 16,0,1,0
ANC20LA050,5/28/2020,2020,ANIAK, AK,61.581665,-159.54306,SERIOUS,SUBSTANTIAL,AIRPLANE,ROCKWELL,500,0,4,0
ANC20CA051,5/28/2020,2020,STERLING, AK,60.533332,-150.76832,MINOR,SUBSTANTIAL,AIRPLANE,PIPER,PA18,0,1,0
WPR20CA160,5/28/2020,2020,VINE GROVE, KY,37.815834,-85.964721,NON-FATAL,SUBSTANTIAL,AIRPLANE,CHAMPION,7ECA,0,0,2
WPR20LA155,5/28/2020,2020,ROSEBURG, OR,43.117221,-123.310279,FATAL,DESTROYED,GYROPLANE,CSP LEASING LLC,CAVALON,1,0,0
CEN20LA197,5/27/2020,2020,CAMBRIDGE, OH,40.020557,-81.535552,FATAL,SUBSTANTIAL,AIRPLANE,BEECH,35-A33,1,0,0
ANC20CA057,5/27/2020,2020,PALMER, AK,61.192501,-148.66389,NON-FATAL,SUBSTANTIAL,AIRPLANE,CHAMPION,7GCBC,0,0,1
CEN20CA194,5/26/2020,2020,APPLETON, WI,44.256389,-88.519996,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,140,0,0,1
CEN20CA196,5/26/2020,2020,GEORGETOWN, TX,30.678888,-97.68,NON-FATAL,SUBSTANTIAL,AIRPLANE,DENNEY,KITFOX SPEEDSTER,0,0,1
ERA20LA195,5/26/2020,2020,SOUTH BOSTON, VA,36.700828,-78.900177,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA24,0,0,1
WPR20CA154,5/25/2020,2020,SPOTTED HORSE, WY,44.740001,-105.949996,NON-FATAL,SUBSTANTIAL,AIRPLANE,CHAMPION,7GCBC,0,0,1
ANC20CA054,5/24/2020,2020,GULKANA, AK,62.189998,-144.87583,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,120,0,0,1
WPR20CA153,5/23/2020,2020,ARTOIS, CA,39.617221,-122.192497,MINOR,SUBSTANTIAL,AIRPLANE,AYRES,S 2R,0,1,0
CEN20CA190,5/23/2020,2020,BUNKIE, LA,30.930555,-92.179168,MINOR,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT502,0,1,0
CEN20CA191,5/23/2020,2020,MIDLAND, MI,43.663055,-84.26139,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIETENPOL,AIRCAMPER,0,0,2
CEN20CA192,5/22/2020,2020,CARBONDALE, IL,37.778057,-89.251945,NON-FATAL,SUBSTANTIAL,AIRPLANE,CHAMPION,7GCBC,0,0,2
CEN20CA193,5/22/2020,2020,IONIA, MI,42.937778,-85.056114,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,0,0,2
CEN20LA189,5/22/2020,2020,STEELE, MO,36.083332,-89.82917,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,0,2
ERA20CA200,5/21/2020,2020,HAMPTON, GA,33.389999,-84.331108,NON-FATAL,SUBSTANTIAL,AIRPLANE,VANS,RV8,0,0,1
CEN20CA195,5/21/2020,2020,HOUMA, LA,29.566389,-90.660552,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,2
ERA20LA194,5/21/2020,2020,RAINBOW CITY, AL,33.882221,-86.072776,NON-FATAL,SUBSTANTIAL,AIRPLANE,BELLANCA,8KCAB,0,0,1
CEN20LA186,5/20/2020,2020,CENTER, TX,31.823055,-94.154724,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,T206,2,0,0
CEN20CA188,5/20/2020,2020,LINO LAKES, MN,45.157501,-93.121665,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,R172,0,0,2
WPR20LA152,5/20/2020,2020,SANTA MARIA, CA,34.893054,-120.454719,FATAL,DESTROYED,AIRPLANE,CIRRUS,SR20,1,0,0
CEN20LA187,5/20/2020,2020,WEST BRANCH, MI,44.215557,-84.188056,NON-FATAL,SUBSTANTIAL,HELICOPTER,BELL,OH-58A,0,0,2
CEN20LA185,5/19/2020,2020,HOUSTON, TX,29.645833,-95.276947,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,501,0,0,1
CEN20CA184,5/19/2020,2020,LEES SUMMIT, MO,38.95972,-94.373886,NON-FATAL,SUBSTANTIAL,AIRPLANE,"RHOADS, LARRY E",SOPWITH BABY,0,0,1
DCA20LA107,5/19/2020,2020,VICTORVILLE, CA,34.570831,-117.329223,NON-FATAL,SUBSTANTIAL,AIRPLANE,BOEING,737,0,0,95
ERA20LA192,5/18/2020,2020,KNOXVILLE, TN,35.810276,-83.990554,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,F90,0,0,2
WPR20LA161,5/17/2020,2020,CASCADE LOCKS, OR,45.67361,-121.890556,MINOR,SUBSTANTIAL,AIRPLANE,BEECH,35,0,1,1
WPR20CA149,5/17/2020,2020,WINIFRED, MT,47.885276,-109.022781,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,185,0,0,3
ERA20CA189,5/16/2020,2020,CARTHAGE, NC,35.341667,-79.436943,NON-FATAL,SUBSTANTIAL,AIRPLANE,ZENITH,ZODIAC CH 650,0,0,2
ERA20LA188,5/16/2020,2020,CLARKSVILLE, TN,36.494445,-87.321945,MINOR,SUBSTANTIAL,AIRPLANE,VAUGHN,CHALLENGER,0,2,0
ANC20CA047,5/16/2020,2020,MCGRATH, AK,62.508888,-153.89778,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 18,0,0,2
ERA20CA190,5/16/2020,2020,OXFORD, CT,41.478332,-73.135276,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,305,0,0,1
ANC20CA048,5/16/2020,2020,SKWENTNA, AK,61.96611,-151.19528,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA18,0,0,1
CEN20CA180,5/16/2020,2020,ROCHESTER, IN,41.066112,-86.189163,MINOR,SUBSTANTIAL,HELICOPTER,ROTORWAY,EXEC,0,1,0
WPR20CA150,5/16/2020,2020,BUCKEYE, AZ,33.420555,-112.686111,SERIOUS,NONE,WEIGHT-SHIFT,AIR CREATION,TANARG,0,1,0
WPR20LA148,5/15/2020,2020,BLYTHE, CA,33.616943,-114.706108,SERIOUS,SUBSTANTIAL,AIRPLANE,AMERICAN AVIATION,AA1,0,1,0
CEN20LA179,5/15/2020,2020,BURLINGTON, WI,42.688331,-88.291114,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,P210,1,0,0
CEN20CA182,5/15/2020,2020,CHATHAM, IL,39.704166,-89.717224,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,120,0,0,2
CEN20CA181,5/15/2020,2020,COLCHESTER, IL,40.45111,-90.790832,SERIOUS,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,1,0
ERA20CA187,5/15/2020,2020,GUNTERSVILLE, AL,34.554721,-86.123054,NON-FATAL,SUBSTANTIAL,AIRPLANE,AVIAT,A1B,0,0,2
ERA20LA183,5/15/2020,2020,ROGERSVILLE, TN,36.460834,-82.876663,FATAL,DESTROYED,AIRPLANE,ERCOUPE,415,1,0,0
ANC20LA046,5/14/2020,2020,NUIQSUT, AK,70.735275,-153.737777,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,A185,1,1,0
WPR20LA147,5/14/2020,2020,TUCSON, AZ,32.251388,-110.705558,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
ERA20CA184,5/14/2020,2020,LIVINGSTON, NY,42.168056,-73.812774,NON-FATAL,SUBSTANTIAL,HELICOPTER,BELL,OH-58C,0,0,2
WPR20LA144,5/13/2020,2020,PHOENIX, AZ,33.685554,-112.065551,NON-FATAL,SUBSTANTIAL,AIRPLANE,MOONEY,M20J,0,0,2
ERA20LA177,5/12/2020,2020,HOLLYWOOD, FL,25.993055,-80.294723,FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA34,1,1,0
ERA20LA179,5/12/2020,2020,LAND O LAKES, FL,28.223611,-82.386947,FATAL,DESTROYED,AIRPLANE,BEECH,F33,1,0,0
ERA20CA185,5/11/2020,2020,FAYETTEVILLE, TN,35.060554,-86.563888,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA22,0,0,1
WPR20CA151,5/11/2020,2020,ARLINGTON, WA,48.160831,-122.158889,NON-FATAL,SUBSTANTIAL,GLIDER,LET,L 33 SOLO,0,0,1
ERA20CA178,5/11/2020,2020,STUARTS DRAFT, VA,37.9925,-78.981391,MINOR,SUBSTANTIAL,GLIDER,SCHEMPP HIRTH,VENTUS 2CT,0,1,0
WPR20LA141,5/9/2020,2020,BYRON, CA,37.835277,-121.631385,FATAL,DESTROYED,AIRPLANE,BELLANCA,8GCBC,1,0,0
ERA20CA176,5/9/2020,2020,HAMPTON, GA,33.375831,-84.297225,MINOR,SUBSTANTIAL,AIRPLANE,CESSNA,402,0,2,0
CEN20LA173,5/9/2020,2020,HASKELL, OK,35.864167,-95.655556,NON-FATAL,SUBSTANTIAL,AIRPLANE,TITAN,TITAN TORNADO S,0,1,0
WPR20LA172,5/9/2020,2020,IMPERIAL, CA,32.830554,-115.572502,NON-FATAL,SUBSTANTIAL,AIRPLANE,AYRES,S2R,0,0,1
WPR20CA142,5/8/2020,2020,HEBER CITY, UT,40.486667,-111.421943,NON-FATAL,SUBSTANTIAL,AIRPLANE,N126C LLC,CCX-2000,0,0,2
CEN20LA175,5/8/2020,2020,SAN ANTONIO, TX,29.523611,-98.469444,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,1900,0,0,1
CEN20CA176,5/8/2020,2020,SAN ANTONIO, TX,29.723334,-98.694444,UNAVAILABLE,SUBSTANTIAL,AIRPLANE,NORTH AMERICAN,SNJ,0,0,0
CEN20CA174,5/6/2020,2020,GONAZALES, TX,29.529167,-97.464167,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,T240,0,0,2
ANC20CA049,5/6/2020,2020,PALMER, AK,61.620338,-148.98068,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,185,0,0,1
ERA20CA175,5/3/2020,2020,SHIRLEY, NY,40.828056,-72.865554,NON-FATAL,SUBSTANTIAL,AIRPLANE,WACO,QCF,0,0,1
ENG20IA031,5/3/2020,2020,CLEWISTON, FL,26.735,-81.051111,INCIDENT,NONE,HELICOPTER,AIRBUS HELICOPTERS,AS350,0,0,1
CEN20LA168,5/2/2020,2020,PALMYRA, IL,39.408889,-89.990277,FATAL(1),DESTROYED,AIRPLANE,YAKOVLEV,YAK 52,1,0,0
CEN20LA167,5/2/2020,2020,HOUSTON, TX,29.947222,-95.395833,FATAL(1),SUBSTANTIAL,HELICOPTER,MD HELICOPTER,369,1,1,0
ANC20CA045,4/30/2020,2020,ANCHORAGE, AK,61.215833,-149.841944,NON-FATAL,SUBSTANTIAL,AIRPLANE,GRUMMAN,G44,0,0,3
CEN20CA164,4/30/2020,2020,ANOKA, MN,45.295555,-93.173611,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,A185,0,1,0
WPR20LA133,4/28/2020,2020,LODI, CA,38.196111,-121.248889,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,177,0,1,0
CEN20LA162,4/28/2020,2020,NEW BRAUNFELS, TX,29.867778,-98.275834,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,210,0,1,1
CEN20CA163,4/27/2020,2020,LONGMONT, CO,40.163611,-105.162222,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,0,1
ERA20LA164,4/27/2020,2020,MERIDIANVILLE, AL,34.845833,-86.557778,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA32RT,0,0,1
WPR20LA132,4/27/2020,2020,UPLAND, CA,34.111667,-117.6875,NON-FATAL,SUBSTANTIAL,AIRPLANE,COOK,SONEX,0,0,1
CEN20CA161,4/26/2020,2020,COLORADO SPRINGS, CO,38.864444,-104.768611,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 20,0,0,2
WPR20CA134,4/25/2020,2020,BOUNTIFUL, UT,40.863889,-111.9275,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA18,0,1,0
ERA20LA163,4/25/2020,2020,EAST HAMPTON, NY,40.959444,-72.251667,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,0,3
ERA20CA159,4/25/2020,2020,ENOSBURG, VT,44.923056,-72.753889,NON-FATAL,SUBSTANTIAL,AIRPLANE,AERONCA,7AC,0,0,1
ERA20LA160,4/25/2020,2020,PYLESVILLE, MD,39.697222,-76.392777,NON-FATAL,SUBSTANTIAL,HELICOPTER,HUGHES,369,0,0,1
ERA20LA161,4/24/2020,2020,CODEN, AL,30.376945,-88.1575,NON-FATAL,SUBSTANTIAL,AIRPLANE,KEUTHAN AIRCRAFT CORP,BUCCANEER II,0,0,1
ERA20LA162,4/24/2020,2020,FORT LAUDERDALE, FL,26.197222,-80.170834,NON-FATAL,SUBSTANTIAL,AIRPLANE,IAI,1125,0,0,3
CEN20LA160,4/23/2020,2020,CRAIG, CO,40.951944,-108.340277,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA60,1,0,0
CEN20LA159,4/23/2020,2020,MESQUITE, TX,32.741389,-96.524723,NON-FATAL,SUBSTANTIAL,AIRPLANE,PILATUS,PC12,0,1,0
CEN20CA155,4/23/2020,2020,INDEPENDENCE, IA,42.456111,-91.956944,UNAVAILABLE,SUBSTANTIAL,,VANS,RV 3,0,0,0
CEN20CA154,4/22/2020,2020,FT WORTH, TX,32.931111,-97.411667,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
WPR20LA145,4/22/2020,2020,LOGAN, UT,41.791667,-111.851669,NON-FATAL,SUBSTANTIAL,AIRPLANE,CZECH SPORT AIRCRAFT,SPORT CRUISER,0,0,1
ERA20CA155,4/21/2020,2020,BLOOMINGDALE, GA,32.160833,-81.400278,NON-FATAL,SUBSTANTIAL,AIRPLANE,GRUMMAN,AA5,0,1,0
CEN20CA158,4/21/2020,2020,EL CAMPO, TX,29.162778,-96.226667,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT 602,0,0,1
CEN20CA153,4/21/2020,2020,MAMOU, LA,30.589444,-92.427778,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT 602,0,0,1
WPR20LA128,4/20/2020,2020,BILLINGS, MT,45.816945,-108.589166,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA31T,1,0,0
ERA20CA156,4/20/2020,2020,HAMBURG, NY,42.700833,-78.914722,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150,0,0,1
WPR20CA127,4/20/2020,2020,OAKDALE, CA,37.756389,-120.795555,NON-FATAL,SUBSTANTIAL,AIRPLANE,FLIGHTSTAR,2,0,0,1
CEN20LA150,4/19/2020,2020,BOWIE, TX,33.516667,-97.773056,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 18,0,0,2
